ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Roncadin (Chies d'Alpago);;;;;;;;;;;;;
Coordinata X 1762997 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5120910 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 1160 m s.l.m.;;;;;;;;;;;;;
Parametro Precipitazione (mm) somma;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2024;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Somma
2024;203.228;193.681;273.556;446.825;402.025;525.775;640.327;612.519;300.278;191.677;235.204;169.229;4194.324
Medio mensile;168.031;234.656;372.261;418.428;500.458;559.853;619.086;551.893;398.976;265.656;160.633;136.178;4386.109
;;;;;;;;;;;;;
Il valore mensile è la somma dei valori giornalieri.;;;;;;;;;;;;;
Il valore somma annuale è la somma dei valori mensili.;;;;;;;;;;;;;
Il valore medio mensile è il valore medio dei valori mensili degli anni.;;;;;;;;;;;;;
Con valore >> il dato non è disponibile;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Tabella dei giorni assenti;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;
1994;0;0;0;0;0;0;0;0;0;0;0;0;
1995;0;0;0;0;0;0;0;0;0;0;0;0;
1996;0;0;0;0;0;0;0;0;0;0;0;0;
1997;0;0;0;0;0;0;0;0;0;0;0;0;
1998;0;0;0;0;0;0;0;0;0;0;0;0;
1999;1;0;0;0;0;0;0;0;0;0;0;0;
2000;0;0;0;0;0;0;0;0;0;0;0;0;
2001;8;0;0;0;0;15;7;0;0;0;0;1;
2002;0;0;4;0;0;0;0;0;0;0;0;0;
2003;0;0;0;9;2;3;7;0;0;0;6;2;
2004;0;0;0;0;0;0;0;0;0;0;0;1;
2005;0;0;1;0;0;0;0;0;0;0;0;0;
2006;0;0;0;0;1;0;0;0;0;0;1;0;
2007;1;0;0;0;0;0;0;0;0;0;1;0;
2008;1;0;1;1;0;0;0;0;0;0;0;0;
2009;0;0;0;0;0;0;0;0;0;0;0;0;
2010;0;0;0;0;0;0;0;0;0;0;0;0;
2011;0;0;0;0;0;0;0;0;0;0;0;0;
2012;0;0;0;0;0;0;0;0;0;0;0;0;
2013;0;0;0;0;0;0;0;0;0;0;0;0;
2014;0;0;0;0;0;0;0;0;0;0;0;0;
2015;0;0;0;0;0;0;0;0;0;0;0;0;
2016;0;0;0;0;0;0;0;0;0;0;1;0;
2017;0;0;0;0;0;0;0;0;0;0;0;2;
2018;0;2;0;0;0;0;0;0;0;0;0;0;
2019;3;0;0;0;0;0;0;0;0;0;1;0;
2020;0;0;0;0;0;0;0;0;0;0;0;0;
2021;2;0;0;0;0;0;0;0;0;0;0;3;
2022;1;0;0;0;0;0;0;0;0;0;0;4;
2023;0;0;0;0;0;0;0;0;0;0;0;0;
2024;0;0;0;0;0;0;0;0;0;0;0;2;
;;;;;;;;;;;;;
Bollettino elaborato il 4 marzo 2025;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori minimi mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Roncadin (Chies d'Alpago);;;;;;;;;;;;;
Coordinata X 1762997 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5120910 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 1160 m s.l.m.;;;;;;;;;;;;;
Parametro Temperatura aria a 2m (°C) media delle minime;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2024;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Medio
;;;;;;;;;;;;;annuale
1994;-1.7;-3.6;2.8;2;6.8;10.2;13.3;13.7;9.3;4.4;3.8;-0.7;5
1995;-4.6;-0.9;-2.2;2.3;6.3;8;13.6;10.8;6.8;7.2;0.1;-2.2;3.8
1996;-1.7;-5.4;-3.2;3.7;6.6;10.7;10.8;10.7;6.1;5;1.3;-2.6;3.5
1997;-0.5;-1.4;1.8;0.5;6.8;9.8;10.4;11.9;9.9;4.1;1.3;-1.6;4.4
1998;-2.1;1;-2;2.1;6.7;10.5;12.2;13.3;7.9;4.7;-1.6;-3.1;4.1
1999;-2;-5;-0.5;2.9;8.1;9.4;12.1;12.1;10.1;5.3;-0.1;-3.6;4.1
2000;-4.3;-1.8;-0.4;4.6;8.3;11.1;10.1;13.2;8.7;6.2;1.7;-0.6;4.7
2001;-1.7;-2;1.6;1.6;8.7;6.8;12.5;13.8;6.2;7.7;-0.3;-4.8;4.2
2002;-2.8;-0.9;1.8;2.7;7.5;11.6;12;11.7;7.7;5.5;2.8;-1.5;4.8
2003;-3.5;-5.6;2.1;2.3;9.2;14;13.8;15.7;8.6;2.7;2.2;-1.2;5
2004;-4.6;-2.2;-0.9;3.3;5.1;10.1;12.1;12.8;9;7.2;1.8;-0.1;4.5
2005;-3.4;-5.5;-0.8;2.6;8;11.3;13;11.4;9.7;6;0.8;-4.2;4.1
2006;-3.5;-3.2;-1.9;3.9;7.2;10.8;14.3;10;10.8;7.6;2.3;0.4;4.9
2007;-0.7;0.2;1.5;6.8;8.3;11.6;12.8;11.9;7.8;4.7;0.3;-1.6;5.3
2008;-0.8;-1.3;-0.3;2.9;8;11.6;12.4;12.8;8;6.3;1.2;-1.7;4.9
2009;-2.9;-3.2;-0.1;5.3;9.4;10.4;12.9;14.1;10.7;5.1;2;-3;5.1
2010;-4.9;-3.3;-0.8;3.6;6.8;11;13.7;12.2;8.5;4.1;1.4;-4.4;4
2011;-2.4;-0.2;0.7;5.8;7.6;11.1;11.5;13.9;12.4;5.1;3.1;-0.7;5.7
2012;-3;-4.9;3.8;2.9;7;11.9;13.8;14.4;10.2;6.4;3.2;-2.8;5.2
2013;-1.8;-4.5;-0.8;4.5;5.7;9.9;13.5;13.5;9.9;7;1.9;1.2;5
2014;-0.5;0;2.4;5;6.3;10.7;11.5;11.6;9.5;7.6;5.4;-0.2;5.8
2015;-1.8;-2.1;0.7;3.6;8.4;11.5;15.8;14.2;9.2;5.6;3.6;1.4;5.8
2016;-2.5;-1.1;0.1;4.9;6.3;10.4;13.6;12.1;11.3;4.9;1.4;1;5.2
2017;-5.3;-0.7;2.7;3.8;7.6;12.2;12.8;14.2;7.9;6.4;0.6;-2.8;5
2018;-1.1;-4.8;-1.2;6.4;8.7;11.3;13.3;14.5;11.1;7.4;3.3;-1.3;5.6
2019;-4.1;0.4;1.1;3.9;4.7;14.5;13.7;14.2;10;7.7;2.7;-0.1;5.7
2020;-0.2;-0.1;0.3;5.1;7.9;10.8;12.8;13.7;10.5;5;3.1;-1.2;5.6
2021;-4.2;-0.8;-0.1;1.6;5.7;13.1;13.6;12.5;10.9;5.4;2.6;-0.6;5
2022;-0.9;-0.7;-0.3;2.2;9.5;13.3;14.9;14;9.2;9.7;3.2;-0.8;6.1
2023;-1.4;-1.2;2.1;2.8;8.1;12;13.8;14.7;12.6;9.6;1.4;0.7;6.3
2024;-0.5;2.8;3;5;7.9;12.4;15.7;16.6;10.7;8.3;2.8;0.2;7.1
Medio mensile;-2.4;-2;0.4;3.6;7.4;11.1;13;13.1;9.4;6.1;1.9;-1.4;5
;;;;;;;;;;;;;
Il valore mensile è il valore medio delle minime giornaliere del mese.;;;;;;;;;;;;;
Il valore medio mensile è il valore medio dei valori mensili.;;;;;;;;;;;;;
Il valore medio annuale è il valore medio dei valori mensili dell'anno.;;;;;;;;;;;;;
Con valore >> il dato non è disponibile;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Tabella dei giorni assenti;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;
1994;0;0;0;0;0;0;0;0;0;0;0;0;
1995;0;0;0;0;0;0;0;0;0;0;0;0;
1996;0;0;0;0;0;0;0;0;0;0;0;0;
1997;0;0;0;0;0;0;0;0;0;0;0;0;
1998;0;0;0;0;0;0;0;0;0;0;0;0;
1999;0;0;0;0;0;0;0;0;0;0;0;0;
2000;0;0;0;0;0;0;0;0;0;0;0;0;
2001;6;0;0;0;0;15;6;0;0;0;0;0;
2002;0;0;3;0;0;0;0;0;0;0;0;0;
2003;1;10;11;7;2;3;7;0;0;0;4;0;
2004;0;0;0;0;0;0;0;0;0;0;0;0;
2005;0;0;0;0;0;0;0;0;0;0;0;0;
2006;0;0;0;0;1;0;0;0;0;0;1;0;
2007;0;0;0;0;0;0;0;0;0;0;0;0;
2008;0;0;0;0;0;0;0;0;0;0;0;0;
2009;0;0;0;0;0;0;0;0;0;0;0;0;
2010;0;0;0;0;0;0;0;0;0;0;0;0;
2011;0;0;0;0;0;0;0;0;0;0;0;0;
2012;0;0;0;0;0;0;0;0;0;0;0;0;
2013;0;0;0;0;0;0;0;0;0;0;0;0;
2014;0;0;0;0;0;0;0;0;0;0;0;0;
2015;0;0;0;0;0;0;0;0;0;0;0;0;
2016;0;0;0;0;0;0;0;0;0;0;0;0;
2017;0;0;0;0;0;0;0;0;0;0;0;0;
2018;0;0;0;0;0;0;0;0;0;0;0;0;
2019;0;0;0;0;0;0;0;0;0;0;0;0;
2020;0;0;0;0;0;0;0;0;0;0;0;0;
2021;0;0;0;0;0;0;0;0;0;0;0;0;
2022;0;0;0;0;0;0;0;0;0;0;0;0;
2023;0;0;0;0;0;0;0;0;0;0;0;0;
2024;0;0;0;0;0;0;0;0;0;0;0;0;
;;;;;;;;;;;;;
Bollettino elaborato il 4 marzo 2025;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori medi mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Roncadin (Chies d'Alpago);;;;;;;;;;;;;
Coordinata X 1762997 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5120910 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 1160 m s.l.m.;;;;;;;;;;;;;
Parametro Temperatura aria a 2m (°C) media delle medie;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2024;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Medio
;;;;;;;;;;;;;annuale
1994;1.1;-0.9;6.2;5;10.4;14.5;18.2;18.3;12.9;7.6;6.6;2.2;8.5
1995;-1.8;1.8;1.1;6.2;9.7;11.9;18;14.8;10.2;10.8;3;-0.1;7.1
1996;0.5;-2.2;-0.1;6.7;10.3;15.1;14.8;14.8;9.4;7.5;3.7;-0.3;6.7
1997;2.3;1.9;5.6;4.7;10.9;13.2;15.2;15.7;14;7.6;3.7;0.6;8
1998;0.6;4.5;2;4.7;10.5;14.4;16.6;17.5;11.3;7.6;1.1;-0.2;7.6
1999;0.9;-1.7;2.9;6.3;11.3;13.5;16.4;15.7;13.6;8.3;2.6;-1;7.4
2000;-0.5;1.3;3;8;11.9;15.6;14.2;17.4;12.6;8.7;4.1;1.9;8.2
